-1.217	0.0
-1.202	0.0
-1.187	0.0
-1.172	0.0
-1.157	0.0
-1.142	0.0
-1.128	0.0
-1.113	0.0
-1.098	0.0
-1.083	0.0
-1.068	0.0
-1.054	0.0
-1.039	0.0
-1.024	0.0
-1.009	0.0
-0.994	0.0
-0.979	0.0
-0.965	0.0
-0.95	0.0
-0.935	0.0
-0.92	0.0
-0.905	0.0
-0.891	0.0
-0.876	0.0
-0.861	0.0
-0.846	0.0
-0.831	1.0
-0.816	0.0
-0.802	0.0
-0.787	0.0
-0.772	0.0
-0.757	0.0
-0.742	0.0
-0.728	0.0
-0.713	0.0
-0.698	0.0
-0.683	0.0
-0.668	0.0
-0.653	0.0
-0.639	0.0
-0.624	0.0
-0.609	0.0
-0.594	0.0
-0.579	0.0
-0.565	0.0
-0.55	0.0
-0.535	0.0
-0.52	0.0
-0.505	0.0
-0.49	0.0
-0.476	0.0
-0.461	0.0
-0.446	0.0
-0.431	0.0
-0.416	0.0
-0.401	0.0
-0.387	0.0
-0.372	0.0
-0.357	0.0
-0.342	0.0
-0.327	0.0
-0.313	0.0
-0.298	0.0
-0.283	0.0
-0.268	0.0
-0.253	0.0
-0.238	0.0
-0.224	0.0
-0.209	0.0
-0.194	0.0
-0.179	0.0
-0.164	0.0
-0.15	0.0
-0.135	0.0
-0.12	0.0
-0.105	0.0
-0.09	0.0
-0.075	0.0
-0.061	0.0
-0.046	0.0
-0.031	0.0
-0.016	0.0
-0.001	0.0
0.013	0.0
0.028	0.0
0.043	0.0
0.058	0.0
0.073	0.0
0.088	0.0
0.102	0.0
0.117	0.0
0.132	0.0
0.147	0.0
0.162	0.0
0.176	0.0
0.191	0.0
0.206	0.0
0.221	0.0
0.236	0.0
0.251	0.0
0.265	0.0
0.28	0.0
0.295	0.0
0.31	0.0
0.325	1.0
0.339	0.0
0.354	0.0
0.369	0.0
0.384	0.0
0.399	0.0
0.414	0.0
0.428	0.0
0.443	0.0
0.458	0.0
0.473	1.0
0.488	0.0
0.502	0.0
0.517	0.0
0.532	0.0
0.547	0.0
0.562	0.0
0.577	0.0
0.591	0.0
0.606	0.0
0.621	0.0
0.636	0.0
0.651	0.0
0.665	0.0
0.68	0.0
0.695	0.0
0.71	0.0
0.725	0.0
0.74	0.0
0.754	0.0
0.769	0.0
0.784	0.0
0.799	0.0
0.814	0.0
0.828	0.0
0.843	0.0
0.858	0.0
0.873	0.0
0.888	0.0
0.903	0.0
0.917	0.0
0.932	0.0
0.947	0.0
0.962	0.0
0.977	0.0
0.991	0.0
1.006	0.0
1.021	0.0
1.036	0.0
1.051	0.0
1.065	0.0
1.08	0.0
1.095	0.0
1.11	0.0
1.125	0.0
1.14	0.0
1.154	0.0
1.169	0.0
1.184	0.0
1.199	0.0
1.214	0.0
1.228	0.0
1.243	0.0
1.258	0.0
1.273	0.0
1.288	0.0
1.302	0.0
1.317	0.0
1.332	0.0
1.347	0.0
1.362	0.0
1.376	1.0
1.391	0.0
1.406	0.0
1.421	0.0
1.436	0.0
1.45	0.0
1.465	0.0
1.48	0.0
1.495	0.0
1.51	0.0
1.524	0.0
1.539	0.0
1.554	0.0
1.569	0.0
1.584	0.0
1.598	0.0
1.613	1.0
1.628	1.0
1.643	0.0
1.658	0.0
1.672	0.0
1.687	0.0
1.702	0.0
1.717	0.0
1.732	0.0
1.746	0.0
1.761	0.0
1.776	0.0
1.791	0.0
1.806	0.0
1.82	0.0
1.835	0.0
1.85	0.0
1.865	0.0
1.88	0.0
1.894	0.0
1.909	0.0
1.924	1.0
1.939	0.0
1.954	0.0
1.968	0.0
1.983	0.0
1.998	0.0
2.013	0.0
2.028	1.0
2.042	0.0
2.057	0.0
2.072	0.0
2.087	0.0
2.101	1.0
2.116	1.0
2.131	0.0
2.146	0.0
2.161	0.0
2.175	0.0
2.19	0.0
2.205	0.0
2.22	0.0
2.235	1.0
2.249	0.0
2.264	0.0
2.279	0.0
2.294	0.0
2.308	0.0
2.323	0.0
2.338	0.0
2.353	0.0
2.368	0.0
2.382	1.0
2.397	1.0
2.412	2.0
2.427	4.0
2.442	2.0
2.456	1.0
2.471	0.0
2.486	1.0
2.501	1.0
2.515	2.0
2.53	2.0
2.545	2.0
2.56	3.0
2.575	1.0
2.589	0.0
2.604	3.0
2.619	2.0
2.634	2.0
2.649	4.0
2.663	3.0
2.678	1.0
2.693	2.0
2.708	0.0
2.722	1.0
2.737	4.0
2.752	2.0
2.767	4.0
2.782	4.0
2.796	5.0
2.811	4.0
2.826	3.0
2.841	4.0
2.856	2.0
2.87	4.0
2.885	4.0
2.9	2.0
2.915	4.0
2.93	1.0
2.944	2.0
2.959	7.0
2.974	4.0
2.989	2.0
3.004	6.0
3.018	4.0
3.033	7.0
3.048	1.0
3.063	2.0
3.078	3.0
3.092	2.0
3.107	8.0
3.122	6.0
3.137	3.0
3.152	9.0
3.166	2.0
3.181	6.0
3.196	6.0
3.211	3.0
3.226	5.0
3.24	5.0
3.255	2.0
3.27	4.0
3.285	5.0
3.3	6.0
3.315	4.0
3.329	3.0
3.344	9.0
3.359	2.0
3.374	4.0
3.389	3.0
3.403	2.0
3.418	9.0
3.433	5.0
3.448	7.0
3.463	9.0
3.478	5.0
3.492	1.0
3.507	5.0
3.522	11.0
3.537	8.0
3.552	6.0
3.567	5.0
3.581	4.0
3.596	2.0
3.611	12.0
3.626	5.0
3.641	6.0
3.656	5.0
3.671	2.0
3.685	6.0
3.7	6.0
3.715	10.0
3.73	5.0
3.745	5.0
3.76	6.0
3.775	5.0
3.789	7.0
3.804	10.0
3.819	8.0
3.834	2.0
3.849	7.0
3.864	3.0
3.879	4.0
3.894	4.0
3.908	5.0
3.923	7.0
3.938	5.0
3.953	4.0
3.968	9.0
3.983	7.0
3.998	8.0
4.013	6.0
4.027	5.0
4.042	8.0
4.057	8.0
4.072	5.0
4.087	2.0
4.102	10.0
4.117	6.0
